LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP+ pass@1
llama-2-7b.Q2_K,Mbpp/274,78.8132643699646,1773.2723450660706,427.9016818775966,-266.57021325600005,22.5,5.794056415557861,28.352390233099175,0.00011771688033325681,1.4936176197533344e-06,0.037
llama-2-7b.Q2_K,Mbpp/276,26.423449277877808,594.518499970436,143.6389627963881,-133.73110698480002,22.5,5.794056415557861,36.70633919979576,3.67781684758666e-05,1.3918761358176637e-06,0.037
llama-2-7b.Q2_K,Mbpp/277,21.04680609703064,473.54474186897284,121.92594806646034,295.3212362568,22.5,5.794056415557861,3.820455171403392,5.420295661338534e-05,2.575353066089799e-06,0.037
llama-2-7b.Q2_K,Mbpp/278,33.488656997680664,753.4828948974608,184.53251142456895,-25.585020468000035,22.5,5.794056415557861,4.22398374768149,5.5519614809022995e-05,1.6578632822710131e-06,0.037
llama-2-7b.Q2_K,Mbpp/279,88.33951592445374,1987.6117229461668,483.1185144160286,-30.48402438720004,22.5,5.794056415557861,27.921476100837285,0.00014848423713633655,1.6808359835627516e-06,0.037
llama-2-7b.Q2_K,Mbpp/280,90.12194418907166,2027.708349823952,493.4365817355397,-10.142008113600001,22.5,5.794056415557861,1.9125095717909457,0.00015278964538599805,1.695365615564756e-06,0.037
llama-2-7b.Q2_K,Mbpp/281,39.255823850631714,883.2405656576157,208.46063892963014,-336.5612692488,22.5,5.794056415557861,43.33297049067885,4.594879673769238e-05,1.1704963042560873e-06,0.037
llama-2-7b.Q2_K,Mbpp/282,91.65067195892334,2062.11470246315,502.27661144172737,-68.36105468880001,22.5,5.794056415557861,21.86452388799239,0.0001518785878811276,1.657146474050923e-06,0.037
llama-2-7b.Q2_K,Mbpp/283,29.260924339294434,658.3619302511215,160.01888542792813,-70.42605634080002,22.5,5.794056415557861,26.880782495970745,4.5511592749255995e-05,1.5553709862862594e-06,0.037
llama-2-7b.Q2_K,Mbpp/284,16.925108909606934,380.8062011003494,98.04515183613898,280.960224768,22.5,5.794056415557861,3.7583361922087026,4.6233057091917026e-05,2.731625382078013e-06,0.037
llama-2-7b.Q2_K,Mbpp/285,13.715376615524292,308.59204709529877,70.00932502489786,-358.1032864824,22.5,5.794056415557861,29.636214360461697,1.2472686536711862e-06,9.093943889658967e-08,0.037
llama-2-7b.Q2_K,Mbpp/286,92.60252857208252,2083.524116277695,507.9138459706354,-42.735034188,22.5,5.794056415557861,29.33815801849896,0.0001550836173612221,1.6747233553185735e-06,0.037
llama-2-7b.Q2_K,Mbpp/287,13.87252926826477,312.1287328004837,80.36987763042089,245.38019630399998,22.5,5.794056415557861,17.689594061438328,3.881368506991696e-05,2.79788092851304e-06,0.037
llama-2-7b.Q2_K,Mbpp/290,81.58359789848328,1835.605047941208,443.99130381380866,-211.00516880400002,22.5,5.794056415557861,29.19840675514247,0.00012586975122193584,1.5428315796829535e-06,0.037
llama-2-7b.Q2_K,Mbpp/292,20.64726972579956,464.5558494329452,109.93636827693012,-103.690082952,22.5,5.794056415557861,28.804943303469276,2.8647394451421354e-05,1.387466470476013e-06,0.037
llama-2-7b.Q2_K,Mbpp/293,12.565014123916626,282.7089446783066,72.7933980427365,162.4741299792,22.5,5.794056415557861,12.931876668777651,3.15178611873351e-05,2.508382471878249e-06,0.037
llama-2-7b.Q2_K,Mbpp/294,21.46185326576233,482.8828901052474,114.73657429157583,-212.7381701904,22.5,5.794056415557861,29.475046289480126,2.3419278372166566e-05,1.0912048499337604e-06,0.037
llama-2-7b.Q2_K,Mbpp/296,25.652267456054688,577.1674293279648,138.97403971279175,49.19703935760002,22.5,5.794056415557861,29.079800349377678,4.656936007782922e-05,1.8154091117913042e-06,0.037
llama-2-7b.Q2_K,Mbpp/297,30.45093321800232,685.1315993070601,166.8231799195065,20.426016340800036,22.5,5.794056415557861,4.653844557222008,5.308267511428288e-05,1.7432199773404935e-06,0.037
llama-2-7b.Q2_K,Mbpp/299,42.37723922729492,953.4749704599379,226.35499105791735,-350.1282801024,22.5,5.794056415557861,30.80822525655142,5.048573400530547e-05,1.1913407981704462e-06,0.037
llama-2-7b.Q2_K,Mbpp/300,42.91042160987854,965.4711878299712,239.02559250737153,251.1962009568,22.5,5.794056415557861,28.392028919828697,8.85760873976183e-05,2.064209207798297e-06,0.037
llama-2-7b.Q2_K,Mbpp/301,29.012064456939697,652.7616119384766,158.47590079064605,-8.623006898399984,22.5,5.794056415557861,25.99620165131167,4.883753204048258e-05,1.6833525278067768e-06,0.037
llama-2-7b.Q2_K,Mbpp/305,19.867618799209595,447.01262533664703,105.46475704356692,-238.8831911064,22.5,5.794056415557861,28.494639163321015,1.908159677252855e-05,9.604370289854606e-07,0.037
llama-2-7b.Q2_K,Mbpp/306,37.76888871192932,849.7855871915817,209.2906236307441,15.207012165600018,22.5,5.794056415557861,28.573782046922968,6.536804523477059e-05,1.7307378496980786e-06,0.037
llama-2-7b.Q2_K,Mbpp/308,48.0537633895874,1081.1915016174316,259.27514212542724,-204.49616359679996,22.5,5.794056415557861,28.52132169297304,6.91215948853985e-05,1.438422092459385e-06,0.037
llama-2-7b.Q2_K,Mbpp/309,6.120429039001465,137.70655274391174,35.45632164715846,177.6611421288,22.5,5.794056415557861,29.030729888312685,2.1346959247424204e-05,3.487820724886129e-06,0.037
llama-2-7b.Q2_K,Mbpp/310,91.68390822410583,2062.857293486595,502.356480464044,12.880010303999997,22.5,5.794056415557861,3.8833042960298347,0.00015687199381175874,1.7110090183798844e-06,0.037
llama-2-7b.Q2_K,Mbpp/311,40.482402086257935,910.8411186933516,215.49838630349925,-343.90027512,22.5,5.794056415557861,36.77344063906118,4.7609905728392735e-05,1.1760642470510486e-06,0.037
llama-2-7b.Q2_K,Mbpp/312,91.63774943351746,2061.8156737089157,593.1494982744746,-68.27605462079998,22.5,5.794056415557861,0.0,0.00015739500311822983,1.717578226126328e-06,0.037
llama-2-7b.Q2_K,Mbpp/388,17.501664876937866,393.7798905372619,101.38536422399623,280.3262242608001,22.5,5.794056415557861,3.711796972743265,4.718714859839414e-05,2.696151990692792e-06,0.037
llama-2-7b.Q2_K,Mbpp/389,33.65724539756775,757.2751253843309,185.43572056254288,-8.227006581599941,22.5,5.794056415557861,4.245857785591081,5.686152457346703e-05,1.6894289446983724e-06,0.037
llama-2-7b.Q2_K,Mbpp/390,31.418376922607422,706.899066567421,172.41165755783445,-16.873013498400013,22.5,5.794056415557861,4.299006382994966,5.247765772942904e-05,1.6702854465937797e-06,0.037
llama-2-7b.Q2_K,Mbpp/391,27.832129955291748,626.212597489357,151.66815000950166,-27.720022175999993,22.5,5.794056415557861,29.114037569053917,4.5645821490041154e-05,1.640040541753883e-06,0.037
llama-2-7b.Q2_K,Mbpp/392,46.63225340843201,1049.2079669237137,342.7095771645959,-336.84926947919996,22.5,5.794056415557861,0.0,6.419885298831924e-05,1.3767049262241069e-06,0.037
llama-2-7b.Q2_K,Mbpp/394,14.500029563903809,326.2473660707474,84.00593293332578,280.65422452319996,22.5,5.794056415557861,19.356847951597956,4.204037937533882e-05,2.8993305972281333e-06,0.037
llama-2-7b.Q2_K,Mbpp/395,17.732078552246094,398.9625084400177,93.15343703263682,-329.43126354479995,22.5,5.794056415557861,28.97455896789375,9.89904656398398e-06,5.582564127954465e-07,0.037
llama-2-7b.Q2_K,Mbpp/397,26.176121711730957,588.9515429735184,142.23681021692857,-100.63708050960001,22.5,5.794056415557861,36.74679865718896,3.836781887071043e-05,1.4657564360848652e-06,0.037
llama-2-7b.Q2_K,Mbpp/398,30.42736840248108,684.6071255207062,166.6646851445015,-69.93405594720001,22.5,5.794056415557861,25.7029408936882,4.7542883106734366e-05,1.5625039430901843e-06,0.037
llama-2-7b.Q2_K,Mbpp/404,8.163737297058105,183.68055939674375,47.29513289171666,237.270189816,22.5,5.794056415557861,29.066439811818753,2.8491851447952324e-05,3.4900500115577804e-06,0.037
llama-2-7b.Q2_K,Mbpp/405,54.063013792037964,1216.3978493213654,294.0489336121796,-110.9010887208,22.5,5.794056415557861,28.686523940839095,8.515963415399566e-05,1.5751921356359419e-06,0.037
llama-2-7b.Q2_K,Mbpp/406,34.204670667648315,769.5902574062346,188.55416542120236,71.59205727360005,22.5,5.794056415557861,4.4952099984989795,6.265746254877013e-05,1.8318393753176293e-06,0.037
llama-2-7b.Q2_K,Mbpp/409,33.1035635471344,744.8157173395156,182.17586069074636,-26.8010214408,22.5,5.794056415557861,3.8779996730137243,5.477484499794207e-05,1.6546510142314765e-06,0.037
llama-2-7b.Q2_K,Mbpp/410,21.149577379226685,475.8568918704986,112.86087688772102,-218.43917475120003,22.5,5.794056415557861,29.107553622983865,2.253073245917213e-05,1.065304145571345e-06,0.037
llama-2-7b.Q2_K,Mbpp/412,13.555299043655396,304.99101519584656,78.53196319056246,156.01812481439998,22.5,5.794056415557861,11.510665687400577,3.2830027022068566e-05,2.4219330695942686e-06,0.037
llama-2-7b.Q2_K,Mbpp/413,24.29146385192871,546.549654006958,131.17541685219976,-142.2921138336,22.5,5.794056415557861,29.16740832620827,3.2580054315366525e-05,1.341214120069578e-06,0.037
llama-2-7b.Q2_K,Mbpp/414,16.628719568252563,374.13869619369507,175.3310494234006,-295.470236376,22.5,5.794056415557861,0.0,1.5455376249386034e-05,9.294387451751446e-07,0.037
llama-2-7b.Q2_K,Mbpp/415,58.28030705451965,1311.2879562377932,318.5704060215842,-68.47205477759995,22.5,5.794056415557861,27.98373534506194,9.500732078133493e-05,1.6301787959431673e-06,0.037
llama-2-7b.Q2_K,Mbpp/418,33.698309898376465,758.1979715824126,185.74460813881012,-9.836007868799983,22.5,5.794056415557861,28.886593696941034,5.6838568578885776e-05,1.6866889986558102e-06,0.037
llama-2-7b.Q2_K,Mbpp/419,18.9402334690094,426.14803254604345,109.72096766963863,232.53218602559997,22.5,5.794056415557861,3.7372736007646647,4.675571806936432e-05,2.4685924883591054e-06,0.037
llama-2-7b.Q2_K,Mbpp/420,19.622175693511963,441.48989796638483,104.2224295376144,-283.9282271424,22.5,5.794056415557861,28.479673986254344,1.5929053482363723e-05,8.117883424940812e-07,0.037
llama-2-7b.Q2_K,Mbpp/421,37.20310139656067,837.0565688610076,205.93217524026477,8.304006643200013,22.5,5.794056415557861,29.17663754259574,6.396911970245247e-05,1.7194566393963663e-06,0.037
llama-2-7b.Q2_K,Mbpp/422,23.577888250350952,530.4937523603438,126.96079773941837,-33.46502677200002,22.5,5.794056415557861,28.81387217535233,3.796854918153231e-05,1.6103456246115321e-06,0.037
llama-2-7b.Q2_K,Mbpp/424,19.433282136917114,437.23906338214874,103.05772349877304,-190.03215202559997,22.5,5.794056415557861,29.053712745560176,2.1312921960823e-05,1.0967227157339089e-06,0.037
llama-2-7b.Q2_K,Mbpp/425,31.655303478240967,712.23428606987,263.89951527939945,-152.9831223864,22.5,5.794056415557861,0.0,5.0087118244125954e-05,1.5822662473779327e-06,0.037
llama-2-7b.Q2_K,Mbpp/426,10.724690675735474,241.30250394344327,62.13117849466379,264.55721164560003,22.5,5.794056415557861,24.670526775809567,3.456114147825508e-05,3.2225769976237527e-06,0.037
llama-2-7b.Q2_K,Mbpp/427,24.354416847229004,547.9646158218384,131.52463747661162,-123.18609854879999,22.5,5.794056415557861,28.88592674222122,3.384996526593752e-05,1.3898901984914043e-06,0.037
llama-2-7b.Q2_K,Mbpp/428,81.77070188522339,1839.8140829801557,444.8555972310141,-143.3211146568,22.5,5.794056415557861,29.566282824649324,0.0001302968964806615,1.5934423146269603e-06,0.037
llama-2-7b.Q2_K,Mbpp/429,30.674537181854248,690.1634073257446,168.15556435167207,113.64309091439993,22.5,5.794056415557861,4.093592436387092,5.914200158247922e-05,1.9280487014964684e-06,0.037
llama-2-7b.Q2_K,Mbpp/430,20.058737993240356,451.31366550922394,106.60393323130164,-248.18619854879995,22.5,5.794056415557861,28.59333470742033,1.884655344616613e-05,9.395682546188736e-07,0.037
llama-2-7b.Q2_K,Mbpp/432,20.41603708267212,459.35344755649567,107.98120936691463,-60.75004859999998,22.5,5.794056415557861,28.861433995256945,3.0824688390852224e-05,1.5098272140686073e-06,0.037
llama-2-7b.Q2_K,Mbpp/433,16.64121675491333,374.4213044643402,175.5640823568392,-175.1511401208,22.5,5.794056415557861,0.0,2.2807935067349505e-05,1.3705689555792515e-06,0.037
llama-2-7b.Q2_K,Mbpp/435,25.492966651916504,573.580886721611,138.29064617069957,-67.82305425839999,22.5,5.794056415557861,38.40305136354633,3.9189097608387234e-05,1.537251358128658e-06,0.037
llama-2-7b.Q2_K,Mbpp/436,50.43098187446594,1134.6798402071,282.5523889705804,293.540234832,22.5,5.794056415557861,4.523467183478183,0.00010409717793297572,2.064151322536155e-06,0.037
llama-2-7b.Q2_K,Mbpp/437,57.145466327667236,1285.7545924186707,311.92804739905915,-60.25704820560002,22.5,5.794056415557861,29.788211073678593,9.354935781094772e-05,1.6370390132883625e-06,0.037
llama-2-7b.Q2_K,Mbpp/439,12.18282961845398,274.1095519065857,61.174677294788914,-334.84926787919994,22.5,5.794056415557861,31.713668344136497,2.6466550696201344e-08,2.172446921207127e-09,0.037
llama-2-7b.Q2_K,Mbpp/440,91.65374112129211,2062.1772676706314,502.3313387893435,-68.10605448480001,22.5,5.794056415557861,0.0,0.00015190124117161612,1.657338143683563e-06,0.037
llama-2-7b.Q2_K,Mbpp/441,9.077203035354614,204.2331898212433,52.58495368140552,256.0212048168,22.5,5.794056415557861,28.208433161730998,3.1205277157616726e-05,3.4377634868445624e-06,0.037
llama-2-7b.Q2_K,Mbpp/445,28.508822441101074,641.4397180080414,155.61077488152284,-10.32400825920003,22.5,5.794056415557861,27.802208080268034,4.787077684381532e-05,1.679156581886742e-06,0.037
llama-2-7b.Q2_K,Mbpp/446,23.193291425704956,521.839969754219,124.7608542351578,-154.47012357600002,22.5,5.794056415557861,28.53650054258196,2.9945196199347613e-05,1.2911145576414208e-06,0.037
llama-2-7b.Q2_K,Mbpp/447,29.496755361557007,663.6678063869476,161.34953757107863,69.97705598160003,22.5,5.794056415557861,25.327418948228722,5.445866896943748e-05,1.8462596411676257e-06,0.037
llama-2-7b.Q2_K,Mbpp/448,33.56469702720642,755.1899868249893,184.9454841526857,7.26200580960002,22.5,5.794056415557861,3.8610475947360436,5.7647294300745265e-05,1.7174978297589963e-06,0.037
llama-2-7b.Q2_K,Mbpp/450,31.405665636062622,706.6137170791626,172.4462218349049,-9.444007555199994,22.5,5.794056415557861,4.286124525096626,5.291443850332055e-05,1.6848691926007054e-06,0.037
llama-2-7b.Q2_K,Mbpp/451,27.771442890167236,624.848120212555,151.27896931783368,-26.41602113280003,22.5,5.794056415557861,29.36039140250419,4.5618460740471386e-05,1.6426392003068399e-06,0.037
llama-2-7b.Q2_K,Mbpp/453,24.061415195465088,541.3745945692061,129.82821402747854,-122.4630979704,22.5,5.794056415557861,29.16326709638436,3.338974439772765e-05,1.3876883020588372e-06,0.037
llama-2-7b.Q2_K,Mbpp/454,16.18553113937378,364.16966557502747,84.35807109713143,-285.8732286984,22.5,5.794056415557861,19.63448220099265,9.897210537548836e-06,6.114850635622552e-07,0.037
llama-2-7b.Q2_K,Mbpp/455,91.00524616241455,2047.5886416435242,498.7939023961568,-68.25905460719997,22.5,5.794056415557861,23.046272925336012,0.0001507889957585148,1.6569264093787058e-06,0.037
llama-2-7b.Q2_K,Mbpp/456,39.27695107460022,883.7195545434951,217.98702254103543,154.6171236936,22.5,5.794056415557861,29.598981592098852,7.644485434070884e-05,1.946303168886867e-06,0.037
llama-2-7b.Q2_K,Mbpp/457,31.416715383529663,706.8574655055999,172.4228552729511,43.03603442879997,22.5,5.794056415557861,4.320545756788055,5.6121156821454396e-05,1.786347049216868e-06,0.037
llama-2-7b.Q2_K,Mbpp/458,14.643473148345947,329.4741117954254,75.30400838024309,-354.11128328880005,22.5,5.794056415557861,27.2452756207399,3.082978505716442e-06,2.105360165914382e-07,0.037
llama-2-7b.Q2_K,Mbpp/459,91.66532635688782,2062.4335849285126,595.0502696639056,-69.75805580639997,22.5,5.794056415557861,0.0,0.00015745808316707603,1.7177496598226476e-06,0.037
llama-2-7b.Q2_K,Mbpp/460,19.634886026382446,441.7775756120681,113.74605309044546,290.07023205599995,22.5,5.794056415557861,3.7239343256115216,5.145274221687074e-05,2.6204757260997686e-06,0.037
llama-2-7b.Q2_K,Mbpp/462,34.82322645187378,783.5045653581619,192.15525307511302,-22.066017652800024,22.5,5.794056415557861,3.807474956506875,5.802432856732372e-05,1.6662536611165026e-06,0.037
llama-2-7b.Q2_K,Mbpp/463,14.24873971939087,320.59262573719025,73.16986975598445,-354.1172832936,22.5,5.794056415557861,28.040425429089566,2.4123340744315115e-06,1.693015748718188e-07,0.037
llama-2-7b.Q2_K,Mbpp/465,14.168879985809326,318.7961411476135,82.08640198661806,273.6292189032,22.5,5.794056415557861,19.313487280227033,4.1042729169329305e-05,2.896681262769899e-06,0.037
llama-2-7b.Q2_K,Mbpp/468,25.333742380142212,570.001328587532,137.29595863490454,-97.695078156,22.5,5.794056415557861,29.231988512441156,3.7093109084063924e-05,1.4641780328965238e-06,0.037
llama-2-7b.Q2_K,Mbpp/470,12.26343321800232,275.9213197231293,61.645488307413196,-320.76525661200003,22.5,5.794056415557861,30.147695306277082,1.0223417341349952e-06,8.336505087614706e-08,0.037
llama-2-7b.Q2_K,Mbpp/471,19.371752977371216,435.8559983968735,112.22107099737751,286.76422941119995,22.5,5.794056415557861,3.6052290479099787,5.0798469729786233e-05,2.622295968213388e-06,0.037
llama-2-7b.Q2_K,Mbpp/472,65.49417567253113,1473.5967653989792,360.23904761538995,-19.467015573599948,22.5,5.794056415557861,3.660178163068148,0.00011040081338494246,1.685658491786249e-06,0.037
llama-2-7b.Q2_K,Mbpp/473,30.90473699569702,695.3429353237152,169.51195770176594,-19.084015267200005,22.5,5.794056415557861,3.8096211875092623,5.1463513357106876e-05,1.6652305879280684e-06,0.037
llama-2-7b.Q2_K,Mbpp/474,15.407382488250732,346.6617339849472,79.84601353994638,-343.8092750472,22.5,5.794056415557861,24.947998945147543,5.0320412476822805e-06,3.265993592045621e-07,0.037
llama-2-7b.Q2_K,Mbpp/475,69.20639061927795,1557.1208775043488,381.86856159427657,148.21611857279999,22.5,5.794056415557861,28.695109773384562,0.00012700239972905522,1.8351253199683233e-06,0.037
llama-2-7b.Q2_K,Mbpp/476,89.91199898719788,2022.990784049034,492.1800685231312,48.69503895599998,22.5,5.794056415557861,25.452333812067817,0.00015600625420469975,1.7350993856438752e-06,0.037
llama-2-7b.Q2_K,Mbpp/477,15.269030570983887,343.54908406734467,79.07255478317701,-348.54227883359994,22.5,5.794056415557861,25.538845573457092,4.507585013829655e-06,2.952109495671277e-07,0.037
llama-2-7b.Q2_K,Mbpp/478,11.870999336242676,267.0938748121261,68.77170674801425,271.00021680000003,22.5,5.794056415557861,22.831165081051417,3.6926603813384395e-05,3.110656716208034e-06,0.037
llama-2-7b.Q2_K,Mbpp/479,43.610411167144775,981.2204432487488,233.68186769084264,-351.92728154160005,22.5,5.794056415557861,28.1216888788538,5.251035253186616e-05,1.204078364008327e-06,0.037
llama-2-7b.Q2_K,Mbpp/554,10.81620979309082,243.36143732070923,62.661608430185076,264.7162117728,22.5,5.794056415557861,24.476431248194572,3.472837404953828e-05,3.21077112166612e-06,0.037
llama-2-7b.Q2_K,Mbpp/555,12.935171365737915,291.03428006172174,65.53556293507813,-344.6472757176,22.5,5.794056415557861,30.469541273440385,7.254650361696057e-07,5.608468690961328e-08,0.037
llama-2-7b.Q2_K,Mbpp/556,67.84892106056213,1526.5793788433075,373.84893098037054,113.99109119280001,22.5,5.794056415557861,29.114417003054033,0.00012257350362523958,1.8065652586550364e-06,0.037
llama-2-7b.Q2_K,Mbpp/557,17.271732568740845,388.60474526882166,90.42822178040069,-230.30918424720005,22.5,5.794056415557861,27.334099785990162,1.5134358553925385e-05,8.762501673582085e-07,0.037
llama-2-7b.Q2_K,Mbpp/558,10.956876039505005,246.52494192123413,63.47598319041355,239.420191536,22.5,5.794056415557861,21.85339977323174,3.3431206629171434e-05,3.0511622572561062e-06,0.037
llama-2-7b.Q2_K,Mbpp/559,41.935574769973755,943.5355085134505,223.9941878035371,-340.3332722664,22.5,5.794056415557861,32.743305821627146,5.033329396598705e-05,1.2002528698384775e-06,0.037
llama-2-7b.Q2_K,Mbpp/560,31.66466784477234,712.4420392513275,269.3010618035075,-71.07105685679998,22.5,5.794056415557861,0.0,5.5412623138253377e-05,1.7499827697514184e-06,0.037
llama-2-7b.Q2_K,Mbpp/562,19.314608335494995,434.57100570201874,111.89024523781801,291.7532334024,22.5,5.794056415557861,3.97409273857059,5.100372151072778e-05,2.6406811168413295e-06,0.037
llama-2-7b.Q2_K,Mbpp/563,32.70944690704346,735.9468859434128,179.79734222557715,-33.56502685199999,22.5,5.794056415557861,4.029916137938554,5.367888905169184e-05,1.6410821376540288e-06,0.037
llama-2-7b.Q2_K,Mbpp/564,16.65118956565857,374.6434772014618,181.3744366558101,-349.9242799392,22.5,5.794056415557861,0.0,1.2540396886293168e-05,7.531231829920726e-07,0.037
llama-2-7b.Q2_K,Mbpp/565,9.21179485321045,207.2622728347778,53.365610969321324,251.79720143759997,22.5,5.794056415557861,27.337350916631173,3.11800700548472e-05,3.3847985709300154e-06,0.037
llama-2-7b.Q2_K,Mbpp/566,16.680920362472534,375.3156387805939,180.40700020885114,-329.37126349680005,22.5,5.794056415557861,0.0,1.3773041071052877e-05,8.256763279104441e-07,0.037
llama-2-7b.Q2_K,Mbpp/567,21.64296007156372,486.9579863548279,125.38070979220322,304.305243444,22.5,5.794056415557861,4.073948726701693,5.577600136089837e-05,2.577096717661158e-06,0.037
llama-2-7b.Q2_K,Mbpp/568,34.61193776130676,778.7568408250808,190.93087285694673,-31.019024815200005,22.5,5.794056415557861,4.271546395505003,5.711616452842921e-05,1.6501868494713486e-06,0.037
llama-2-7b.Q2_K,Mbpp/569,15.155278205871582,340.9902888536454,78.30622272419771,-362.6092900872,22.5,5.794056415557861,26.829585966709182,3.449307202552731e-06,2.275977488302638e-07,0.037
llama-2-7b.Q2_K,Mbpp/572,23.035627841949463,518.2921099662781,133.44775594690157,301.34424107519993,22.5,5.794056415557861,3.731130060135761,5.799331469114598e-05,2.5175486897533638e-06,0.037
llama-2-7b.Q2_K,Mbpp/573,74.12459874153137,1667.7790743112564,400.7514691762712,-377.4443019552,22.5,5.794056415557861,25.911927205584675,0.0001028993095739947,1.3881938158316275e-06,0.037
llama-2-7b.Q2_K,Mbpp/576,31.649434804916382,712.1020370721817,264.58430957193923,-67.5530540424,22.5,5.794056415557861,0.0,5.531899309563465e-05,1.7478666976713742e-06,0.037
llama-2-7b.Q2_K,Mbpp/577,17.62751579284668,396.6104257106781,102.11398791515683,280.42622434079993,22.5,5.794056415557861,3.7442817471840115,4.740980130514035e-05,2.689533900425121e-06,0.037
llama-2-7b.Q2_K,Mbpp/578,23.3435640335083,525.2216774225235,125.66145941396631,-162.10412968319997,22.5,5.794056415557861,29.133891939014177,2.974125218165266e-05,1.2740664681263264e-06,0.037
llama-2-7b.Q2_K,Mbpp/579,29.55111265182495,664.8923689126968,161.55954929523784,67.27505382000002,22.5,5.794056415557861,25.74604485299654,5.438154844545422e-05,1.8402538370106293e-06,0.037
llama-2-7b.Q2_K,Mbpp/580,41.89588141441345,942.6425474882127,223.63592032046517,-342.08327366640003,22.5,5.794056415557861,31.935544491262796,5.015067496179122e-05,1.197031146468203e-06,0.037
llama-2-7b.Q2_K,Mbpp/581,19.76978063583374,444.8115563392639,114.52824098141444,298.270238616,22.5,5.794056415557861,4.0841936014439,5.2183903111677e-05,2.639579268628353e-06,0.037
llama-2-7b.Q2_K,Mbpp/583,26.765623331069946,602.2167456150055,145.44699732285247,-85.69406855519999,22.5,5.794056415557861,28.90310091759296,4.0279567522929e-05,1.5048992890881739e-06,0.037
llama-2-7b.Q2_K,Mbpp/585,76.42895269393921,1719.6260941028595,414.15513278945804,-322.910258328,22.5,5.794056415557861,22.465536976415255,0.0001101879772991443,1.4417046605413208e-06,0.037
llama-2-7b.Q2_K,Mbpp/586,14.964612007141113,336.7004442214966,86.69721659459105,278.11622249280003,22.5,5.794056415557861,18.586288016699296,4.268575574457271e-05,2.852446540157745e-06,0.037
llama-2-7b.Q2_K,Mbpp/587,13.72047209739685,308.70503783226013,70.00831659508844,-356.365285092,22.5,5.794056415557861,29.49277450280226,1.359836564476698e-06,9.911004190115996e-08,0.037
llama-2-7b.Q2_K,Mbpp/588,8.8232741355896,198.52050840854642,51.11433148070795,251.61120128880003,22.5,5.794056415557861,28.520260748119725,3.0499846960604543e-05,3.456749330453218e-06,0.037
llama-2-7b.Q2_K,Mbpp/589,17.37498116493225,390.92773139476776,91.04730651027671,-310.94424875519996,22.5,5.794056415557861,27.637261868768704,1.0406890959900245e-05,5.989584023782637e-07,0.037
llama-2-7b.Q2_K,Mbpp/590,21.8882257938385,492.4764382839203,126.80159844495745,294.0632352504,22.5,5.794056415557861,4.344785483011109,5.557504045857687e-05,2.5390381560400914e-06,0.037
llama-2-7b.Q2_K,Mbpp/591,11.85667085647583,266.770743727684,59.17568207909915,-394.995315996,22.5,5.794056415557861,38.673802491294275,-4.20149070628292e-06,-3.543566956645479e-07,0.037
llama-2-7b.Q2_K,Mbpp/592,26.197409629821777,589.4330370426178,142.20999427246224,-64.9170519336,22.5,5.794056415557861,35.415327123391876,4.056897943373648e-05,1.5485874369638e-06,0.037
llama-2-7b.Q2_K,Mbpp/593,31.36537504196167,705.7100701332091,172.19136537526194,-67.70605416480002,22.5,5.794056415557861,23.195209982862348,4.9298813574854216e-05,1.5717590976961244e-06,0.037
llama-2-7b.Q2_K,Mbpp/594,36.80076718330383,828.0050414800643,203.56003198546603,82.7490661992,22.5,5.794056415557861,29.29889211624875,6.78038486766606e-05,1.8424574775555924e-06,0.037
llama-2-7b.Q2_K,Mbpp/596,8.751428365707397,196.90366744995117,50.69769663283125,121.94209755360005,22.5,5.794056415557861,13.935761653723933,2.2486001083842913e-05,2.5694092603162525e-06,0.037
llama-2-7b.Q2_K,Mbpp/597,23.590441465377808,530.7754164934158,127.12081621042307,-159.3231274584,22.5,5.794056415557861,28.834207450235663,3.0337204006480313e-05,1.2859956033889532e-06,0.037
llama-2-7b.Q2_K,Mbpp/598,19.428609132766724,437.13519752025604,102.83550286686636,-194.86715589359997,22.5,5.794056415557861,28.124352649361867,2.0998879647760988e-05,1.0808225902463586e-06,0.037
llama-2-7b.Q2_K,Mbpp/599,32.283811807632446,726.3726335763931,177.4635331176432,-135.16110812879998,22.5,5.794056415557861,26.154050954905912,4.677238266774742e-05,1.448787489731607e-06,0.037
llama-2-7b.Q2_K,Mbpp/600,6.563565969467163,147.67708003520966,38.018443408176495,189.65315172239997,22.5,5.794056415557861,28.90188202272557,2.283923703919193e-05,3.479699472121866e-06,0.037
llama-2-7b.Q2_K,Mbpp/602,31.345539808273315,705.2605211734772,172.09343993371408,9.553007642400003,22.5,5.794056415557861,3.881818365744869,5.3966564507084515e-05,1.7216664583597513e-06,0.037
llama-2-7b.Q2_K,Mbpp/603,21.301984548568726,479.2856562137604,113.82446472447576,-207.3781659024,22.5,5.794056415557861,28.754993619388895,2.3471039429573612e-05,1.101824075407595e-06,0.037
llama-2-7b.Q2_K,Mbpp/604,22.58283543586731,508.1052088737487,121.34375805350203,-32.64202611359999,22.5,5.794056415557861,28.712801862544914,3.631454189057019e-05,1.6080594482344509e-06,0.037
